anchor,positive,negative
"26, Highland Avenue, Stoneham, Middlesex County, Massachusetts, 02180","11, Highland Avenue, Stoneham, Middlesex County, Massachusetts, 02180","4, Seaport Drive, Unit 408, Quincy, Norfolk County, Massachusetts, 02171"
"40, Main Street, Unit 102, Stoneham, Middlesex County, Massachusetts, 02180","40, Main Street, Unit 403, Stoneham, Middlesex County, Massachusetts, 02180","184, Pleasant View Avenue, Braintree, Norfolk County, Massachusetts, 02184"
"200, Leisure Lane, Unit 53, Stoneham, Middlesex County, Massachusetts, 02180","40, Main Street, Unit 102, Stoneham, Middlesex County, Massachusetts, 02180","138, Quincy Shore Drive, Unit 170, Quincy, Norfolk County, Massachusetts, 02171"
"61, Forest Street, Stoneham, Middlesex County, Massachusetts, 02180","19, Danby Road, Stoneham, Middlesex County, Massachusetts, 02180","46, Hesseltine Avenue, Melrose, Middlesex County, Massachusetts, 02176"
"6, Winthrop Street, Unit 3, Stoneham, Middlesex County, Massachusetts, 02180","468, Main Street, Unit 2, Stoneham, Middlesex County, Massachusetts, 02180","99, Washington Street, Floor 2, Unit 244, Melrose, Middlesex County, Massachusetts, 02176"
"144, Marble Street, Unit 206, Stoneham, Middlesex County, Massachusetts, 02180","144, Marble Street, Unit 401, Stoneham, Middlesex County, Massachusetts, 02180","156, Pine Street, Quincy, Norfolk County, Massachusetts, 02170"
"40, Main Street, Unit 103, Stoneham, Middlesex County, Massachusetts, 02180","200, Leisure Lane, Unit 53, Stoneham, Middlesex County, Massachusetts, 02180","366, Centre Street, Quincy, Norfolk County, Massachusetts, 02169"
"25, Stevens Street, Stoneham, Middlesex County, Massachusetts, 02180","11, Highland Avenue, Stoneham, Middlesex County, Massachusetts, 02180","24, Standish Avenue, Quincy, Norfolk County, Massachusetts, 02170"
"214, Park Street, Stoneham, Middlesex County, Massachusetts, 02180","144, Marble Street, Unit 401, Stoneham, Middlesex County, Massachusetts, 02180","11, Clark Street, Quincy, Norfolk County, Massachusetts, 02171"
"19, Danby Road, Stoneham, Middlesex County, Massachusetts, 02180","5, Essex Street, Stoneham, Middlesex County, Massachusetts, 02180","52, Sixth Street, Melrose, Barnstable County, Massachusetts, 02176"
"61, Forest Street, Stoneham, Middlesex County, Massachusetts, 02180","19, Danby Road, Stoneham, Middlesex County, Massachusetts, 02180","254, Newbury Avenue, Quincy, Norfolk County, Massachusetts, 02171"
"56, Pine Street, Unit 5, Stoneham, Middlesex County, Massachusetts, 02180","468, Main Street, Unit 2, Stoneham, Middlesex County, Massachusetts, 02180","44, Hobart Street, Braintree, Norfolk County, Massachusetts, 02184"
"11, Highland Avenue, Stoneham, Middlesex County, Massachusetts, 02180","25, Stevens Street, Stoneham, Middlesex County, Massachusetts, 02180","415, Willard Street, Quincy, Norfolk County, Massachusetts, 02169"
"6, Winthrop Street, Unit 3, Stoneham, Middlesex County, Massachusetts, 02180","468, Main Street, Unit 2, Stoneham, Middlesex County, Massachusetts, 02180","11, Highland Avenue, Stoneham, Middlesex County, Massachusetts, 02180"
"12, Shumway Circle, Wakefield, Middlesex County, Massachusetts, 02180","46, Park Avenue, Stoneham, Middlesex County, Massachusetts, 02180","21, Newbury Avenue, Quincy, Norfolk County, Massachusetts, 02171"
"46, Park Avenue, Stoneham, Middlesex County, Massachusetts, 02180","12, Shumway Circle, Wakefield, Middlesex County, Massachusetts, 02180","61, Forest Street, Stoneham, Middlesex County, Massachusetts, 02180"
"83, Skyline Drive, Unit 3, Braintree, Norfolk County, Massachusetts, 02184","91, Skyline Drive, Unit 12, Braintree, Norfolk County, Massachusetts, 02184","157, Franklin Street, Unit b3, Stoneham, Middlesex County, Massachusetts, 02180"
"26, Strathmore Circle, Braintree, Norfolk County, Massachusetts, 02184","52, Watson Street, Braintree, Norfolk County, Massachusetts, 02184","25, Willow Avenue, Quincy, Norfolk County, Massachusetts, 02170"
"41, Independence Avenue, Unit 308, Braintree, Norfolk County, Massachusetts, 02184","205, Independence Avenue, Unit 238, Quincy, Norfolk County, Massachusetts, 02169","126, Jefferson Street, Braintree, Norfolk County, Massachusetts, 02184"
"52, Harrison Avenue, Braintree, Norfolk County, Massachusetts, 02184","26, Strathmore Circle, Braintree, Norfolk County, Massachusetts, 02184","11, Highland Avenue, Stoneham, Middlesex County, Massachusetts, 02180"
"538, Union Street, Braintree, Norfolk County, Massachusetts, 02184","52, Watson Street, Braintree, Norfolk County, Massachusetts, 02184","95, west Squantum Street, Unit 316, Quincy, Norfolk County, Massachusetts, 02171"
"11, Haven Road, Braintree, Norfolk County, Massachusetts, 02184","30, Church Street, Unit 8, Braintree, Norfolk County, Massachusetts, 02184","260, Howard Street, Melrose, Middlesex County, Massachusetts, 02176"
"11, Haven Road, Braintree, Norfolk County, Massachusetts, 02184","30, Church Street, Unit 8, Braintree, Norfolk County, Massachusetts, 02184","40, Main Street, Unit 103, Stoneham, Middlesex County, Massachusetts, 02180"
"90, Arbutus Avenue, Braintree, Norfolk County, Massachusetts, 02184","180, Brewster Avenue, Braintree, Norfolk County, Massachusetts, 02184","4, Seaport Drive, Unit 408, Quincy, Norfolk County, Massachusetts, 02171"
"41, Independence Avenue, Unit 308, Braintree, Norfolk County, Massachusetts, 02184","205, Independence Avenue, Unit 238, Quincy, Norfolk County, Massachusetts, 02169","25, Willow Avenue, Quincy, Norfolk County, Massachusetts, 02170"
"91, Skyline Drive, Unit 12, Braintree, Norfolk County, Massachusetts, 02184","83, Skyline Drive, Unit 3, Braintree, Norfolk County, Massachusetts, 02184","933, Furnace Brook Parkway, Quincy, Norfolk County, Massachusetts, 02169"
"314, Tilden Commons Lane, Braintree, Norfolk County, Massachusetts, 02184","173, Tyson Commons Lane, Braintree, Norfolk County, Massachusetts, 02184","200, Cove Way, Unit 910i, Quincy, Norfolk County, Massachusetts, 02169"
"375, Union Street, Braintree, Norfolk County, Massachusetts, 02184","38, Logan Drive, Braintree, Norfolk County, Massachusetts, 02184","25, Bay State Road, Melrose, Middlesex County, Massachusetts, 02176"
"173, Tyson Commons Lane, Braintree, Norfolk County, Massachusetts, 02184","314, Tilden Commons Lane, Braintree, Norfolk County, Massachusetts, 02184","148, Beech Avenue, Melrose, Middlesex County, Massachusetts, 02176"
"91, Skyline Drive, Unit 12, Braintree, Norfolk County, Massachusetts, 02184","83, Skyline Drive, Unit 3, Braintree, Norfolk County, Massachusetts, 02184","243, Newport Avenue, Unit 1, Quincy, Norfolk County, Massachusetts, 02170"
"37, Sheppard Avenue, Braintree, Norfolk County, Massachusetts, 02184","44, Hobart Street, Braintree, Norfolk County, Massachusetts, 02184","11, Clark Street, Quincy, Norfolk County, Massachusetts, 02171"
"26, Strathmore Circle, Braintree, Norfolk County, Massachusetts, 02184","375, Union Street, Braintree, Norfolk County, Massachusetts, 02184","185, Quincy Shore Drive, Unit a51, Quincy, Norfolk County, Massachusetts, 02171"
"26, Strathmore Circle, Braintree, Norfolk County, Massachusetts, 02184","52, Harrison Avenue, Braintree, Norfolk County, Massachusetts, 02184","157, Franklin Street, Unit b3, Stoneham, Middlesex County, Massachusetts, 02180"
"538, Union Street, Braintree, Norfolk County, Massachusetts, 02184","52, Watson Street, Braintree, Norfolk County, Massachusetts, 02184","158, Manet Avenue, Quincy, Norfolk County, Massachusetts, 02169"
"375, Union Street, Braintree, Norfolk County, Massachusetts, 02184","38, Logan Drive, Braintree, Norfolk County, Massachusetts, 02184","44, west Emerson Street, Unit 6, Melrose, Middlesex County, Massachusetts, 02176"
"193, Grove Street, Unit 324, Braintree, Norfolk County, Massachusetts, 02184","175, Grove Street, Unit 303a, Braintree, Norfolk County, Massachusetts, 02184","26, Exeter Street, Quincy, Norfolk County, Massachusetts, 02170"
"37, Sheppard Avenue, Braintree, Norfolk County, Massachusetts, 02184","44, Hobart Street, Braintree, Norfolk County, Massachusetts, 02184","110, Greene Street, Quincy, Norfolk County, Massachusetts, 02170"
"314, Tilden Commons Lane, Braintree, Norfolk County, Massachusetts, 02184","390, Tilden Commons Lane, Braintree, Norfolk County, Massachusetts, 02184","11, North Street, Unit 224, Stoneham, Middlesex County, Massachusetts, 02180"
"193, Grove Street, Unit 324, Braintree, Norfolk County, Massachusetts, 02184","175, Grove Street, Unit 303a, Braintree, Norfolk County, Massachusetts, 02184","405, Belmont Street, Quincy, Norfolk County, Massachusetts, 02170"
"38, Logan Drive, Braintree, Norfolk County, Massachusetts, 02184","375, Union Street, Braintree, Norfolk County, Massachusetts, 02184","550, Liberty Street, Unit 1803, Braintree, Norfolk County, Massachusetts, 02184"
"175, Grove Street, Unit 303a, Braintree, Norfolk County, Massachusetts, 02184","193, Grove Street, Unit 324, Braintree, Norfolk County, Massachusetts, 02184","5, Essex Street, Stoneham, Middlesex County, Massachusetts, 02180"
"83, Skyline Drive, Unit 4, Braintree, Norfolk County, Massachusetts, 02184","91, Skyline Drive, Unit 12, Braintree, Norfolk County, Massachusetts, 02184","133, Perkins Street, Melrose, Middlesex County, Massachusetts, 02176"
"390, Tilden Commons Lane, Braintree, Norfolk County, Massachusetts, 02184","173, Tyson Commons Lane, Braintree, Norfolk County, Massachusetts, 02184","195, Independence Avenue, Unit 135, Quincy, Norfolk County, Massachusetts, 02169"
"41, Independence Avenue, Unit 308, Braintree, Norfolk County, Massachusetts, 02184","205, Independence Avenue, Unit 238, Quincy, Norfolk County, Massachusetts, 02169","61, Forest Street, Stoneham, Middlesex County, Massachusetts, 02180"
"180, Brewster Avenue, Braintree, Norfolk County, Massachusetts, 02184","90, Arbutus Avenue, Braintree, Norfolk County, Massachusetts, 02184","21, Linden Street, Unit 203, Quincy, Norfolk County, Massachusetts, 02170"
"501, Commerce Drive, Unit 4-206, Braintree, Norfolk County, Massachusetts, 02184","501, Commerce Drive, Unit 2-103, Braintree, Norfolk County, Massachusetts, 02184","110, Greene Street, Quincy, Norfolk County, Massachusetts, 02170"
"38, Logan Drive, Braintree, Norfolk County, Massachusetts, 02184","375, Union Street, Braintree, Norfolk County, Massachusetts, 02184","794, Lynn Fells Parkway, Melrose, Middlesex County, Massachusetts, 02176"
"390, Tilden Commons Lane, Braintree, Norfolk County, Massachusetts, 02184","173, Tyson Commons Lane, Braintree, Norfolk County, Massachusetts, 02184","44, Andersen Road, Braintree, Norfolk County, Massachusetts, 02184"
"390, Tilden Commons Lane, Braintree, Norfolk County, Massachusetts, 02184","173, Tyson Commons Lane, Braintree, Norfolk County, Massachusetts, 02184","62, Cliff Street, Quincy, Norfolk County, Massachusetts, 02169"
"501, Commerce Drive, Unit 4-206, Braintree, Norfolk County, Massachusetts, 02184","501, Commerce Drive, Unit 2-103, Braintree, Norfolk County, Massachusetts, 02184","200, Leisure Lane, Unit 53, Stoneham, Middlesex County, Massachusetts, 02180"
"52, Watson Street, Braintree, Norfolk County, Massachusetts, 02184","26, Strathmore Circle, Braintree, Norfolk County, Massachusetts, 02184","9, south Walnut Street, Unit 1, Quincy, Norfolk County, Massachusetts, 02169"
"173, Tyson Commons Lane, Braintree, Norfolk County, Massachusetts, 02184","314, Tilden Commons Lane, Braintree, Norfolk County, Massachusetts, 02184","21, Newbury Avenue, Quincy, Norfolk County, Massachusetts, 02171"
"91, Skyline Drive, Unit 12, Braintree, Norfolk County, Massachusetts, 02184","83, Skyline Drive, Unit 3, Braintree, Norfolk County, Massachusetts, 02184","254, Newbury Avenue, Quincy, Norfolk County, Massachusetts, 02171"
"44, Hobart Street, Braintree, Norfolk County, Massachusetts, 02184","37, Sheppard Avenue, Braintree, Norfolk County, Massachusetts, 02184","1001, Marina Drive, Unit 901e, Quincy, Norfolk County, Massachusetts, 02171"
"375, Union Street, Braintree, Norfolk County, Massachusetts, 02184","26, Strathmore Circle, Braintree, Norfolk County, Massachusetts, 02184","31, Bowes Avenue, Quincy, Norfolk County, Massachusetts, 02169"
"173, Tyson Commons Lane, Braintree, Norfolk County, Massachusetts, 02184","314, Tilden Commons Lane, Braintree, Norfolk County, Massachusetts, 02184","17, Garden Road, Stoneham, Middlesex County, Massachusetts, 02180"
"501, Commerce Drive, Unit 2-103, Braintree, Norfolk County, Massachusetts, 02184","501, Commerce Drive, Unit 4-206, Braintree, Norfolk County, Massachusetts, 02184","38, Sachem Street, Quincy, Norfolk County, Massachusetts, 02170"
"90, Arbutus Avenue, Braintree, Norfolk County, Massachusetts, 02184","180, Brewster Avenue, Braintree, Norfolk County, Massachusetts, 02184","19, Danby Road, Stoneham, Middlesex County, Massachusetts, 02180"
"11, Haven Road, Braintree, Norfolk County, Massachusetts, 02184","30, Church Street, Unit 8, Braintree, Norfolk County, Massachusetts, 02184","36, Mount Vernon Avenue, Melrose, Middlesex County, Massachusetts, 02176"
"83, Skyline Drive, Unit 3, Braintree, Norfolk County, Massachusetts, 02184","91, Skyline Drive, Unit 12, Braintree, Norfolk County, Massachusetts, 02184","102, Hill Street, Unit 2, Stoneham, Middlesex County, Massachusetts, 02180"
"52, Harrison Avenue, Braintree, Norfolk County, Massachusetts, 02184","26, Strathmore Circle, Braintree, Norfolk County, Massachusetts, 02184","192, School Street, Unit 3, Quincy, Norfolk County, Massachusetts, 02169"
"83, Skyline Drive, Unit 4, Braintree, Norfolk County, Massachusetts, 02184","91, Skyline Drive, Unit 12, Braintree, Norfolk County, Massachusetts, 02184","6, Winthrop Street, Unit 3, Stoneham, Middlesex County, Massachusetts, 02180"
"83, Skyline Drive, Unit 3, Braintree, Norfolk County, Massachusetts, 02184","83, Skyline Drive, Unit 4, Braintree, Norfolk County, Massachusetts, 02184","30, Oak Street, Stoneham, Middlesex County, Massachusetts, 02180"
"44, Hobart Street, Braintree, Norfolk County, Massachusetts, 02184","37, Sheppard Avenue, Braintree, Norfolk County, Massachusetts, 02184","72, Damon Avenue, Melrose, Middlesex County, Massachusetts, 02176"
"30, Church Street, Unit 8, Braintree, Norfolk County, Massachusetts, 02184","11, Haven Road, Braintree, Norfolk County, Massachusetts, 02184","40, Main Street, Unit 102, Stoneham, Middlesex County, Massachusetts, 02180"
"52, Watson Street, Braintree, Norfolk County, Massachusetts, 02184","538, Union Street, Braintree, Norfolk County, Massachusetts, 02184","447, Washington Street, Unit 2, Braintree, Norfolk County, Massachusetts, 02184"
"37, Sheppard Avenue, Braintree, Norfolk County, Massachusetts, 02184","44, Hobart Street, Braintree, Norfolk County, Massachusetts, 02184","74, Donald Street, Unit 10, Weymouth, Norfolk County, Massachusetts, 02188"
"25, Liberty Street, Braintree, Norfolk County, Massachusetts, 02184","191, Commercial Street, Unit 803, Braintree, Norfolk County, Massachusetts, 02184","495, Thicket Street, Weymouth, Norfolk County, Massachusetts, 02190"
"538, Union Street, Braintree, Norfolk County, Massachusetts, 02184","52, Watson Street, Braintree, Norfolk County, Massachusetts, 02184","550, Washington Street, Unit 317, Braintree, Norfolk County, Massachusetts, 02184"
"180, Brewster Avenue, Braintree, Norfolk County, Massachusetts, 02184","90, Arbutus Avenue, Braintree, Norfolk County, Massachusetts, 02184","217, Eliot Street, Milton, Norfolk County, Massachusetts, 02186"
"501, Commerce Drive, Unit 2-103, Braintree, Norfolk County, Massachusetts, 02184","501, Commerce Drive, Unit 4-206, Braintree, Norfolk County, Massachusetts, 02184","436, North Street, Weymouth, Norfolk County, Massachusetts, 02191"
"175, Grove Street, Unit 303a, Braintree, Norfolk County, Massachusetts, 02184","193, Grove Street, Unit 324, Braintree, Norfolk County, Massachusetts, 02184","857, Beacon Street, Unit 42, Boston, Suffolk County, Massachusetts, 02215"
"193, Grove Street, Unit 324, Braintree, Norfolk County, Massachusetts, 02184","175, Grove Street, Unit 303a, Braintree, Norfolk County, Massachusetts, 02184","820, Beacon Street, Unit 101, Boston, Suffolk County, Massachusetts, 02215"
"90, Arbutus Avenue, Braintree, Norfolk County, Massachusetts, 02184","180, Brewster Avenue, Braintree, Norfolk County, Massachusetts, 02184","56, Audubon Road, Unit 103, Weymouth, Norfolk County, Massachusetts, 02188"
"25, Liberty Street, Braintree, Norfolk County, Massachusetts, 02184","191, Commercial Street, Unit 803, Braintree, Norfolk County, Massachusetts, 02184","919, Beacon Street, Unit 1, Boston, Suffolk County, Massachusetts, 02215"
